"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 13 01:28:12 GMT 2024","Mon May 13 01:28:24 GMT 2024","11961","","","","ProjectTests","AddProjectWithModel","AddProjectWithModel","Verifying a project with model data has been added"
"passed","Mon May 13 01:28:22 GMT 2024","Mon May 13 01:28:24 GMT 2024","2821","","","","LoginTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"passed","Mon May 13 01:28:22 GMT 2024","Mon May 13 01:28:26 GMT 2024","4766","","","","ProjectTests","AddProjectWithNameAndType","AddProjectWithNameAndType","Verifying a project with name and type has been added"
"passed","Mon May 13 01:28:12 GMT 2024","Mon May 13 01:28:22 GMT 2024","9209","","","","LoginTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"passed","Mon May 13 01:28:32 GMT 2024","Mon May 13 01:28:34 GMT 2024","2488","","","","HelperTests","DeleteAllMyProjects","DeleteAllMyProjects","Used to delete all my projects"
"passed","Mon May 13 01:28:12 GMT 2024","Mon May 13 01:28:22 GMT 2024","9194","","","","LoginTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"broken","Mon May 13 01:28:24 GMT 2024","Mon May 13 01:28:26 GMT 2024","1822","","","","CheckboxListTests","Checkbox_Negative","Checkbox_Negative","Check the correct operation of 'if-else' structures in 'Checkbox List' methods"
"passed","Mon May 13 01:28:24 GMT 2024","Mon May 13 01:28:26 GMT 2024","1808","","","","CheckboxListTests","Checkbox_SelectByIndex","Checkbox_SelectByIndex","Check positive scenarios for 'Checkbox List' methods"
"passed","Mon May 13 01:28:22 GMT 2024","Mon May 13 01:28:32 GMT 2024","10199","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
"passed","Mon May 13 01:28:12 GMT 2024","Mon May 13 01:28:22 GMT 2024","9247","","","","LoginTests","LoginWithWrongUserNameAndPassword","LoginWithWrongUserNameAndPassword","Check the error messages if username and password are incorrect"
