"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 13 14:03:07 GMT 2024","Mon May 13 14:03:10 GMT 2024","3229","","","","HelperTests","DeleteAllMyProjects","DeleteAllMyProjects","Used to delete all my projects"
"passed","Mon May 13 14:02:53 GMT 2024","Mon May 13 14:02:57 GMT 2024","4110","","","","LoginTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"passed","Mon May 13 14:02:57 GMT 2024","Mon May 13 14:03:07 GMT 2024","10375","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
"passed","Mon May 13 14:02:57 GMT 2024","Mon May 13 14:02:59 GMT 2024","2438","","","","LoginTests","LoginWithWrongUserNameAndPassword","LoginWithWrongUserNameAndPassword","Check the error messages if username and password are incorrect"
"passed","Mon May 13 14:02:53 GMT 2024","Mon May 13 14:02:57 GMT 2024","4128","","","","LoginTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"passed","Mon May 13 14:02:53 GMT 2024","Mon May 13 14:03:00 GMT 2024","7155","","","","ProjectTests","AddProjectWithModel","AddProjectWithModel","Verifying a project with model data has been added"
"passed","Mon May 13 14:02:59 GMT 2024","Mon May 13 14:03:02 GMT 2024","2721","","","","LoginTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"passed","Mon May 13 14:02:53 GMT 2024","Mon May 13 14:02:59 GMT 2024","6416","","","","ProjectTests","AddProjectWithNameAndType","AddProjectWithNameAndType","Verifying a project with name and type has been added"
"passed","Mon May 13 14:03:00 GMT 2024","Mon May 13 14:03:02 GMT 2024","2276","","","","CheckboxListTests","Checkbox_SelectByIndex","Checkbox_SelectByIndex","Check positive scenarios for 'Checkbox List' methods"
"broken","Mon May 13 14:02:59 GMT 2024","Mon May 13 14:03:01 GMT 2024","2265","","","","CheckboxListTests","Checkbox_Negative","Checkbox_Negative","Check the correct operation of 'if-else' structures in 'Checkbox List' methods"
