"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 14 12:48:56 GMT 2024","Tue May 14 12:48:59 GMT 2024","2963","","","","LoginTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"passed","Tue May 14 12:49:10 GMT 2024","Tue May 14 12:49:14 GMT 2024","4203","","","","HelperTests","DeleteAllMyProjects","DeleteAllMyProjects","Used to delete all my projects"
"passed","Tue May 14 12:48:57 GMT 2024","Tue May 14 12:49:02 GMT 2024","5269","","","","ProjectTests","AddProjectWithNameAndType","AddProjectWithNameAndType","Verifying a project with name and type has been added"
"passed","Tue May 14 12:49:00 GMT 2024","Tue May 14 12:49:10 GMT 2024","10020","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
"passed","Tue May 14 12:48:30 GMT 2024","Tue May 14 12:48:56 GMT 2024","26740","","","","LoginTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"passed","Tue May 14 12:48:59 GMT 2024","Tue May 14 12:49:02 GMT 2024","3000","","","","LoginTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"passed","Tue May 14 12:48:57 GMT 2024","Tue May 14 12:49:00 GMT 2024","3148","","","","LoginTests","LoginWithWrongUserNameAndPassword","LoginWithWrongUserNameAndPassword","Check the error messages if username and password are incorrect"
"broken","Tue May 14 12:48:30 GMT 2024","Tue May 14 12:48:57 GMT 2024","26886","","","","CheckboxListTests","Checkbox_Negative","Checkbox_Negative","Check the correct operation of 'if-else' structures in 'Checkbox List' methods"
"passed","Tue May 14 12:48:30 GMT 2024","Tue May 14 12:49:00 GMT 2024","30473","","","","ProjectTests","AddProjectWithModel","AddProjectWithModel","Verifying a project with model data has been added"
"passed","Tue May 14 12:48:30 GMT 2024","Tue May 14 12:48:57 GMT 2024","27146","","","","CheckboxListTests","Checkbox_SelectByIndex","Checkbox_SelectByIndex","Check positive scenarios for 'Checkbox List' methods"
